order_id,customer_id,order_value,is_fraud,fraud_prob,ood_score,decision,reason,expected_cost
ORD-00000041,CUST-06369,140.28,0,0.012071311619564637,-0.010719581004505652,HUMAN_REVIEW,OOD (Score: -0.011),50.0
ORD-00000042,CUST-09619,54.86,0,0.007682273427709542,0.05805844553014683,APPROVE,L=0|R=198|H=50,0.4214495202441455
ORD-00000043,CUST-09748,62.67,0,0.0016420361247947454,-0.13362555990681368,HUMAN_REVIEW,OOD (Score: -0.134),50.0
ORD-00000044,CUST-06428,14.33,0,0.011508276079530274,0.06636090443876058,APPROVE,L=0|R=198|H=50,0.16491359621966883
ORD-00000045,CUST-05147,220.59,0,0.0,-0.09535061290938807,HUMAN_REVIEW,OOD (Score: -0.095),50.0
ORD-00000046,CUST-05320,69.29,0,0.017209501884424484,0.08253851053817196,APPROVE,L=1|R=197|H=50,1.1924463855717726
ORD-00000047,CUST-00681,147.3,0,0.015613366391517136,-0.04090725422672781,HUMAN_REVIEW,OOD (Score: -0.041),50.0
ORD-00000048,CUST-05234,27.61,0,0.012071311619564637,0.07796893628825524,APPROVE,L=0|R=198|H=50,0.33328891381617964
ORD-00000049,CUST-03937,122.99,0,0.01166915222727672,0.02595601964477301,APPROVE,L=1|R=198|H=50,1.4351890324327639
ORD-00000050,CUST-01568,282.46,0,0.01166915222727672,0.002573602017377663,APPROVE,L=3|R=198|H=50,3.296068738116582
ORD-00000051,CUST-07013,87.47,0,0.01828809424090731,0.09250914708467556,APPROVE,L=2|R=196|H=50,1.5996596032521624
ORD-00000052,CUST-09226,154.08,0,0.008534986679717131,-0.025728119767780555,HUMAN_REVIEW,OOD (Score: -0.026),50.0
ORD-00000053,CUST-02956,479.75,0,0.007682273427709542,-0.05472268860620255,HUMAN_REVIEW,OOD (Score: -0.055),50.0
ORD-00000054,CUST-07722,61.01,0,0.012071311619564637,0.03031551633123014,APPROVE,L=1|R=198|H=50,0.7364707219096385
ORD-00000055,CUST-01200,136.95,0,0.010145735843179222,0.07051078667867933,APPROVE,L=1|R=198|H=50,1.3894585237233943
ORD-00000056,CUST-08133,28.37,0,0.004145948487862038,-0.06214780073873549,HUMAN_REVIEW,OOD (Score: -0.062),50.0
ORD-00000057,CUST-00450,157.09,0,0.014534774035034316,0.06141428262690546,APPROVE,L=2|R=197|H=50,2.283267653163541
ORD-00000058,CUST-03256,261.05,0,0.0025810032609449806,-0.03757838287394488,HUMAN_REVIEW,OOD (Score: -0.038),50.0
ORD-00000059,CUST-02756,150.46,0,0.011511945494601362,-0.019421468269026354,HUMAN_REVIEW,OOD (Score: -0.019),50.0
ORD-00000060,CUST-03309,60.16,0,0.037207496244239045,0.09475809428073984,APPROVE,L=2|R=193|H=50,2.238402974053421
ORD-00000061,CUST-05765,242.96,0,0.0016420361247947454,-0.0981853739956976,HUMAN_REVIEW,OOD (Score: -0.098),50.0
ORD-00000062,CUST-08492,255.98,0,0.018732918268521984,0.0729057915869537,APPROVE,L=5|R=196|H=50,4.795252418376257
ORD-00000063,CUST-06039,161.95,0,0.011508276079530274,0.08607494333585253,APPROVE,L=2|R=198|H=50,1.8637653110799277
ORD-00000064,CUST-02477,52.16,0,0.012141416952827866,0.09923978696376229,APPROVE,L=1|R=198|H=50,0.6332963082595015
ORD-00000065,CUST-06981,60.66,0,0.014534774035034316,0.07375598443905362,APPROVE,L=1|R=197|H=50,0.8816793929651816
ORD-00000066,CUST-03692,104.66,0,0.029941843363672272,0.1009741611628886,APPROVE,L=3|R=194|H=50,3.13371332644194
ORD-00000067,CUST-09722,361.46,0,0.007682273427709542,-0.044039628186116064,HUMAN_REVIEW,OOD (Score: -0.044),50.0
ORD-00000068,CUST-06277,85.84,0,0.014604879368297545,0.0732840600103179,APPROVE,L=1|R=197|H=50,1.2536828449746613
ORD-00000069,CUST-01286,100.5,0,0.015379608213201827,0.10250863606396116,APPROVE,L=2|R=197|H=50,1.5456506254267837
ORD-00000070,CUST-09643,42.49,0,0.007533076992834435,-0.017282557482334426,HUMAN_REVIEW,OOD (Score: -0.017),50.0
ORD-00000071,CUST-07238,75.13,0,0.016058190419131813,0.07233318692081847,APPROVE,L=1|R=197|H=50,1.206451846189373
ORD-00000072,CUST-01891,45.4,0,0.004145948487862038,-0.018977370511218172,HUMAN_REVIEW,OOD (Score: -0.019),50.0
ORD-00000073,CUST-05479,179.14,0,0.006180270751524947,-0.002693268786591929,HUMAN_REVIEW,OOD (Score: -0.003),50.0
ORD-00000074,CUST-01366,85.05,0,0.006892950554922385,-0.06046365848419777,HUMAN_REVIEW,OOD (Score: -0.060),50.0
ORD-00000075,CUST-05406,133.23,0,0.0016420361247947454,-0.03239504888255906,HUMAN_REVIEW,OOD (Score: -0.032),50.0
ORD-00000076,CUST-00476,82.99,0,0.0035542521282050502,-0.034415850938062764,HUMAN_REVIEW,OOD (Score: -0.034),50.0
ORD-00000077,CUST-01852,59.51,0,0.01828809424090731,0.09670809070977049,APPROVE,L=1|R=196|H=50,1.0883244882763938
ORD-00000078,CUST-05101,4.5,0,0.00980065068897956,-0.03256317245545226,HUMAN_REVIEW,OOD (Score: -0.033),50.0
ORD-00000079,CUST-06571,174.3,0,0.0016420361247947454,-0.1116144568244688,HUMAN_REVIEW,OOD (Score: -0.112),50.0
ORD-00000080,CUST-00447,82.35,0,0.00980065068897956,-0.006943731270619313,HUMAN_REVIEW,OOD (Score: -0.007),50.0
ORD-00000081,CUST-01923,107.4,0,0.01612829575239504,0.08677295969618032,APPROVE,L=2|R=197|H=50,1.7321789638072274
ORD-00000082,CUST-05826,388.93,0,0.01612829575239504,0.04200842605978555,APPROVE,L=6|R=197|H=50,6.2727780669790025
ORD-00000083,CUST-02421,66.76,0,0.014534774035034316,0.08342295350792972,APPROVE,L=1|R=197|H=50,0.9703415145788911
ORD-00000084,CUST-09103,238.47,0,0.0025810032609449806,-0.04182154239034519,HUMAN_REVIEW,OOD (Score: -0.042),50.0
ORD-00000085,CUST-00320,33.46,0,0.009098022219751494,-0.017324060474526948,HUMAN_REVIEW,OOD (Score: -0.017),50.0
ORD-00000086,CUST-02220,327.64,0,0.014534774035034316,-0.06351573242091302,HUMAN_REVIEW,OOD (Score: -0.064),50.0
ORD-00000087,CUST-00140,89.74,0,0.04213526659850667,0.10697020882538527,APPROVE,L=4|R=192|H=50,3.7812188245499887
ORD-00000088,CUST-06528,149.45,0,0.014534774035034316,0.05369808349850769,APPROVE,L=2|R=197|H=50,2.172221979535878
ORD-00000089,CUST-06357,108.86,0,0.03713739091097582,-0.04235537571575487,HUMAN_REVIEW,OOD (Score: -0.042),50.0
ORD-00000090,CUST-03532,99.64,0,0.014604879368297545,0.07404460584696815,APPROVE,L=1|R=197|H=50,1.4552301802571674
ORD-00000091,CUST-08748,159.4,0,0.012071311619564637,0.07581639981903049,APPROVE,L=2|R=198|H=50,1.9241670721586033
ORD-00000092,CUST-01322,50.82,0,0.014534774035034316,0.06399254795351061,APPROVE,L=1|R=197|H=50,0.7386572164604439
ORD-00000093,CUST-09345,66.8,0,0.008534986679717131,0.006068637793205267,APPROVE,L=1|R=198|H=50,0.5701371102051044
ORD-00000094,CUST-06443,270.4,0,0.0016420361247947454,-0.10375277558481566,HUMAN_REVIEW,OOD (Score: -0.104),50.0
ORD-00000095,CUST-05452,40.51,0,0.003206981351711803,-0.021300480440245018,HUMAN_REVIEW,OOD (Score: -0.021),50.0
ORD-00000096,CUST-06000,72.04,0,0.006743306291559308,-0.12474680374369729,HUMAN_REVIEW,OOD (Score: -0.125),50.0
ORD-00000097,CUST-03016,85.89,0,0.005411612497124466,0.033167874250456586,APPROVE,L=0|R=199|H=50,0.4648033973780204
ORD-00000098,CUST-07993,25.85,0,0.016682566043507437,0.05373278924807984,APPROVE,L=0|R=197|H=50,0.43124433222466724
ORD-00000099,CUST-02630,354.06,0,0.012071311619564637,-0.08022427138051258,HUMAN_REVIEW,OOD (Score: -0.080),50.0
ORD-00000100,CUST-05855,48.07,0,0.015613366391517136,0.05216819548929663,APPROVE,L=1|R=197|H=50,0.7505345224402288
ORD-00000101,CUST-02756,33.51,0,0.0092376151489452,-0.021876771946722995,HUMAN_REVIEW,OOD (Score: -0.022),50.0
ORD-00000102,CUST-01950,50.92,0,0.016058190419131813,0.08872787389247494,APPROVE,L=1|R=197|H=50,0.8176830561421919
ORD-00000103,CUST-08732,77.85,0,0.012141416952827866,0.046926895901069465,APPROVE,L=1|R=198|H=50,0.9452093097776493
ORD-00000104,CUST-03102,199.31,0,0.002601335322025553,-0.03398982067548062,HUMAN_REVIEW,OOD (Score: -0.034),50.0
ORD-00000105,CUST-05943,68.26,0,0.0016420361247947454,-0.08429455691008914,HUMAN_REVIEW,OOD (Score: -0.084),50.0
ORD-00000106,CUST-06845,123.53,0,0.00980065068897956,-0.023505712348470098,HUMAN_REVIEW,OOD (Score: -0.024),50.0
ORD-00000107,CUST-05905,156.3,0,0.012141416952827866,0.0934007315434916,APPROVE,L=2|R=198|H=50,1.8977034697269954
ORD-00000108,CUST-06745,117.23,0,0.01612829575239504,0.0787736294025384,APPROVE,L=2|R=197|H=50,1.8907201110532705
ORD-00000109,CUST-04962,60.5,0,0.0016420361247947454,-0.062393500562348936,HUMAN_REVIEW,OOD (Score: -0.062),50.0
ORD-00000110,CUST-08031,310.94,0,0.009866239954735529,-0.0009688701259841226,HUMAN_REVIEW,OOD (Score: -0.001),50.0
ORD-00000111,CUST-05682,61.56,0,0.0016420361247947454,-0.08743041913963356,HUMAN_REVIEW,OOD (Score: -0.087),50.0
ORD-00000112,CUST-08641,122.75,0,0.009098022219751494,0.002653293927115552,APPROVE,L=1|R=198|H=50,1.1167822274744958
ORD-00000113,CUST-05720,78.39,0,0.011508276079530274,0.07340050118022018,APPROVE,L=1|R=198|H=50,0.9021337618743782
ORD-00000114,CUST-01460,37.83,0,0.012071311619564637,-0.031264472235095986,HUMAN_REVIEW,OOD (Score: -0.031),50.0
ORD-00000115,CUST-00889,56.76,0,0.0025039123630672924,-0.053801974743778125,HUMAN_REVIEW,OOD (Score: -0.054),50.0
ORD-00000116,CUST-05387,149.54,0,0.0025810032609449806,-0.03337827660442927,HUMAN_REVIEW,OOD (Score: -0.033),50.0
ORD-00000117,CUST-05622,642.39,0,0.014534774035034316,-0.05026593450661965,HUMAN_REVIEW,OOD (Score: -0.050),50.0
ORD-00000118,CUST-05118,115.42,0,0.001564945226917058,-0.05400413386067282,HUMAN_REVIEW,OOD (Score: -0.054),50.0
ORD-00000119,CUST-09334,121.24,0,0.012141416952827866,0.09373476619650456,APPROVE,L=1|R=198|H=50,1.4720253913608503
ORD-00000120,CUST-08402,38.25,0,0.014534774035034316,0.04618666454155573,APPROVE,L=1|R=197|H=50,0.5559551068400626
ORD-00000121,CUST-04959,618.55,0,0.007682273427709542,-0.09637804758258006,HUMAN_REVIEW,OOD (Score: -0.096),50.0
ORD-00000122,CUST-05091,57.76,0,0.00980065068897956,0.020052353130502132,APPROVE,L=1|R=198|H=50,0.5660855837954594
ORD-00000123,CUST-04272,204.73,0,0.003206981351711803,-0.07226877621865568,HUMAN_REVIEW,OOD (Score: -0.072),50.0
ORD-00000124,CUST-02449,53.46,0,0.016903024597299324,0.09633446832618647,APPROVE,L=1|R=197|H=50,0.9036356949716219
ORD-00000125,CUST-01213,89.96,0,0.004145948487862038,0.027208275363524825,APPROVE,L=0|R=199|H=50,0.3729695259680689
ORD-00000126,CUST-07805,55.77,0,0.016058190419131813,0.03251671606219486,APPROVE,L=1|R=197|H=50,0.8955652796749812
ORD-00000127,CUST-07809,45.6,0,0.012071311619564637,0.030821118638204026,APPROVE,L=1|R=198|H=50,0.5504518098521475
ORD-00000128,CUST-02141,176.26,0,0.003206981351711803,-0.0796195135378136,HUMAN_REVIEW,OOD (Score: -0.080),50.0
ORD-00000129,CUST-04147,254.74,0,0.001564945226917058,-0.08307547449250374,HUMAN_REVIEW,OOD (Score: -0.083),50.0
ORD-00000130,CUST-00132,21.26,0,0.011508276079530274,-0.03181710875607502,HUMAN_REVIEW,OOD (Score: -0.032),50.0
ORD-00000131,CUST-00552,244.9,0,0.012071311619564637,0.012166879697941335,APPROVE,L=3|R=198|H=50,2.95626421563138
ORD-00000132,CUST-06028,371.03,0,0.001564945226917058,-0.08325792220017458,HUMAN_REVIEW,OOD (Score: -0.083),50.0
ORD-00000133,CUST-03250,22.56,0,0.00980065068897956,0.036664551043753546,APPROVE,L=0|R=198|H=50,0.22110267954337887
ORD-00000134,CUST-06577,16.13,0,0.013230203119691914,0.06537421164622526,APPROVE,L=0|R=197|H=50,0.21340317632063055
ORD-00000135,CUST-07332,104.47,0,0.008534986679717131,-0.07213091969018304,HUMAN_REVIEW,OOD (Score: -0.072),50.0
ORD-00000136,CUST-00057,44.86,0,0.015613366391517136,0.03414946322422374,APPROVE,L=1|R=197|H=50,0.7004156163234587
ORD-00000137,CUST-01729,208.36,0,0.012071311619564637,0.03512228976034648,APPROVE,L=3|R=198|H=50,2.515178489052488
ORD-00000138,CUST-08551,150.36,0,0.012141416952827866,0.08015891852112234,APPROVE,L=2|R=198|H=50,1.825583453027198
ORD-00000139,CUST-08058,184.18,0,0.014534774035034316,0.04909897211676684,APPROVE,L=3|R=197|H=50,2.6770146817726204
ORD-00000140,CUST-03900,114.49,0,0.01612829575239504,0.09755666822148662,APPROVE,L=2|R=197|H=50,1.846528580691708
ORD-00000141,CUST-01869,74.38,0,0.014534774035034316,0.023820324380953495,APPROVE,L=1|R=197|H=50,1.0810964927258524
ORD-00000142,CUST-07822,87.47,0,0.018732918268521984,0.05915595907738863,APPROVE,L=2|R=196|H=50,1.6385683609476178
ORD-00000143,CUST-04554,41.16,0,0.012071311619564637,-0.009477513384719582,HUMAN_REVIEW,OOD (Score: -0.009),50.0
ORD-00000144,CUST-08349,236.07,0,0.0016420361247947454,-0.02467352535774958,HUMAN_REVIEW,OOD (Score: -0.025),50.0
ORD-00000145,CUST-01890,141.61,0,0.009098022219751494,-0.08521890540056998,HUMAN_REVIEW,OOD (Score: -0.085),50.0
ORD-00000146,CUST-07326,108.47,0,0.015613366391517136,0.044837299562701605,APPROVE,L=2|R=197|H=50,1.6935818524878639
ORD-00000147,CUST-04548,55.03,0,0.0,-0.07122431559490228,HUMAN_REVIEW,OOD (Score: -0.071),50.0
ORD-00000148,CUST-07910,155.11,0,0.004145948487862038,-0.0022364895636376447,HUMAN_REVIEW,OOD (Score: -0.002),50.0
ORD-00000149,CUST-05377,136.48,0,0.0016420361247947454,-0.09448390356346437,HUMAN_REVIEW,OOD (Score: -0.094),50.0
ORD-00000150,CUST-06084,112.84,0,0.0022675736961451248,-0.05205605015416093,HUMAN_REVIEW,OOD (Score: -0.052),50.0
ORD-00000151,CUST-00050,45.74,0,0.00390960982093987,-0.04181813346799934,HUMAN_REVIEW,OOD (Score: -0.042),50.0
ORD-00000152,CUST-08976,200.23,0,0.014534774035034316,0.07655859861714004,APPROVE,L=3|R=197|H=50,2.910297805034921
ORD-00000153,CUST-04569,49.06,0,0.0047089840278964,-0.06249412876672755,HUMAN_REVIEW,OOD (Score: -0.062),50.0
ORD-00000154,CUST-02430,96.33,0,0.012071311619564637,0.04735367046479666,APPROVE,L=1|R=198|H=50,1.1628294483126616
ORD-00000155,CUST-00383,28.56,0,0.01308490101931867,-0.07153586865978445,HUMAN_REVIEW,OOD (Score: -0.072),50.0
ORD-00000156,CUST-02778,243.28,0,0.003206981351711803,-0.10445449014062413,HUMAN_REVIEW,OOD (Score: -0.104),50.0
ORD-00000157,CUST-07140,146.61,0,0.015683471724780365,0.09550656300432453,APPROVE,L=2|R=197|H=50,2.2993537895700493
ORD-00000158,CUST-02819,21.12,0,0.008534986679717131,-0.11650808449722838,HUMAN_REVIEW,OOD (Score: -0.117),50.0
ORD-00000159,CUST-08032,27.92,0,0.015683471724780365,0.03645810252114662,APPROVE,L=0|R=197|H=50,0.43788253055586784
ORD-00000160,CUST-02701,73.19,0,0.014604879368297545,0.09911015928893058,APPROVE,L=1|R=197|H=50,1.0689311209656973
ORD-00000161,CUST-01561,121.0,0,0.0,-0.09526813294569725,HUMAN_REVIEW,OOD (Score: -0.095),50.0
ORD-00000162,CUST-04891,35.42,0,0.007682273427709542,-0.001685925393562826,HUMAN_REVIEW,OOD (Score: -0.002),50.0
ORD-00000163,CUST-07738,87.72,0,0.0016420361247947454,-0.07329170246521788,HUMAN_REVIEW,OOD (Score: -0.073),50.0
ORD-00000164,CUST-02031,154.32,0,0.004145948487862038,-0.0440912267454624,HUMAN_REVIEW,OOD (Score: -0.044),50.0
ORD-00000165,CUST-09120,269.2,0,0.011508276079530274,0.05919687901403847,APPROVE,L=3|R=198|H=50,3.0980279206095496
ORD-00000166,CUST-02944,197.12,0,0.012071311619564637,0.039930770134879334,APPROVE,L=2|R=198|H=50,2.3794969464485813
ORD-00000167,CUST-07079,65.69,0,0.012071311619564637,0.07563617457514749,APPROVE,L=1|R=198|H=50,0.792964460289201
ORD-00000168,CUST-00121,66.6,0,0.015683471724780365,0.003248253026685466,APPROVE,L=1|R=197|H=50,1.0445192168703723
ORD-00000169,CUST-02766,32.5,0,0.003144038800979342,-0.05102004713173325,HUMAN_REVIEW,OOD (Score: -0.051),50.0
ORD-00000170,CUST-09682,138.28,0,0.018732918268521984,0.10125941680070183,APPROVE,L=3|R=196|H=50,2.59038793817122
ORD-00000171,CUST-08275,63.01,0,0.018732918268521984,0.09803559074928814,APPROVE,L=1|R=196|H=50,1.1803611800995701
ORD-00000172,CUST-03532,65.93,0,0.018732918268521984,0.09837126553440484,APPROVE,L=1|R=196|H=50,1.2350613014436544
ORD-00000173,CUST-08444,231.22,0,0.015613366391517136,-0.0259059592171883,HUMAN_REVIEW,OOD (Score: -0.026),50.0
ORD-00000174,CUST-02152,112.32,0,0.005411612497124466,0.07040400153153126,APPROVE,L=1|R=199|H=50,0.60783231567702
ORD-00000175,CUST-05081,58.17,0,0.0092376151489452,-0.06115281596284805,HUMAN_REVIEW,OOD (Score: -0.061),50.0
ORD-00000176,CUST-08942,25.93,0,0.0047089840278964,-0.057333930080568085,HUMAN_REVIEW,OOD (Score: -0.057),50.0
ORD-00000177,CUST-04771,106.71,0,0.015613366391517136,-0.04920251409242704,HUMAN_REVIEW,OOD (Score: -0.049),50.0
ORD-00000178,CUST-06872,30.86,0,0.013857634821809966,0.08248517334426325,APPROVE,L=0|R=197|H=50,0.4276466106010555
ORD-00000179,CUST-02872,33.52,0,0.007603182326097663,0.00016049229841785806,APPROVE,L=0|R=198|H=50,0.25485867157079367
ORD-00000180,CUST-04494,85.75,0,0.008534986679717131,-0.03496563594977742,HUMAN_REVIEW,OOD (Score: -0.035),50.0
ORD-00000181,CUST-08259,133.52,0,0.004145948487862038,-0.019593524353342384,HUMAN_REVIEW,OOD (Score: -0.020),50.0
ORD-00000182,CUST-02003,74.41,0,0.008534986679717131,-0.011711589641665299,HUMAN_REVIEW,OOD (Score: -0.012),50.0
ORD-00000183,CUST-02078,103.37,0,0.009098022219751494,-0.028761618267837408,HUMAN_REVIEW,OOD (Score: -0.029),50.0
ORD-00000184,CUST-05989,267.28,0,0.012071311619564637,0.058325950593076714,APPROVE,L=3|R=198|H=50,3.226420169677236
ORD-00000185,CUST-00270,82.33,0,0.012071311619564637,0.027031608648430627,APPROVE,L=1|R=198|H=50,0.9938310856387566
ORD-00000186,CUST-09245,83.9,0,0.01928718855963438,0.05334158100699432,APPROVE,L=2|R=196|H=50,1.6181951201533247
ORD-00000187,CUST-05184,120.44,0,0.01226411310444924,-0.010847967160742766,HUMAN_REVIEW,OOD (Score: -0.011),50.0
ORD-00000188,CUST-00300,359.57,0,0.012071311619564637,0.04123066413848797,APPROVE,L=4|R=198|H=50,4.340481519046857
ORD-00000189,CUST-06704,231.86,0,0.007682273427709542,0.04559215556524848,APPROVE,L=2|R=198|H=50,1.7812119169487346
ORD-00000190,CUST-07552,167.2,0,0.01612829575239504,0.08104883936571905,APPROVE,L=3|R=197|H=50,2.6966510498004506
ORD-00000191,CUST-00176,34.97,0,0.014534774035034316,0.05603184414520174,APPROVE,L=1|R=197|H=50,0.5082810480051501
ORD-00000192,CUST-04816,200.56,0,0.012071311619564637,-0.024017663927227928,HUMAN_REVIEW,OOD (Score: -0.024),50.0
ORD-00000193,CUST-09833,78.35,0,0.014534774035034316,-0.016089745017134893,HUMAN_REVIEW,OOD (Score: -0.016),50.0
ORD-00000194,CUST-05554,143.9,0,0.004472645360974231,-0.01592708587097491,HUMAN_REVIEW,OOD (Score: -0.016),50.0
ORD-00000195,CUST-06630,339.0,0,0.006743306291559308,-0.08025908404791893,HUMAN_REVIEW,OOD (Score: -0.080),50.0
ORD-00000196,CUST-05436,110.01,0,0.0016420361247947454,-0.047179506808967764,HUMAN_REVIEW,OOD (Score: -0.047),50.0
ORD-00000197,CUST-05636,72.32,0,0.004145948487862038,-0.05451530838650642,HUMAN_REVIEW,OOD (Score: -0.055),50.0
ORD-00000198,CUST-06783,79.9,0,0.004145948487862038,-0.06783698429958407,HUMAN_REVIEW,OOD (Score: -0.068),50.0
ORD-00000199,CUST-00686,133.47,0,0.001564945226917058,-0.1323638906400595,HUMAN_REVIEW,OOD (Score: -0.132),50.0
ORD-00000200,CUST-00323,39.21,0,0.0025810032609449806,-0.06527830367404264,HUMAN_REVIEW,OOD (Score: -0.065),50.0
ORD-00000201,CUST-01123,111.99,0,0.014534774035034316,0.053556139394730695,APPROVE,L=2|R=197|H=50,1.627749344183493
ORD-00000202,CUST-06905,196.24,0,0.015613366391517136,0.082719292471581,APPROVE,L=3|R=197|H=50,3.063967020671323
ORD-00000203,CUST-02734,13.62,0,0.015683471724780365,0.010392677361092229,APPROVE,L=0|R=197|H=50,0.21360888489150856
ORD-00000204,CUST-06350,65.88,1,0.007533076992834435,-0.0269459628424481,HUMAN_REVIEW,OOD (Score: -0.027),50.0
ORD-00000205,CUST-06116,123.04,0,0.012071311619564637,0.02076847262455167,APPROVE,L=1|R=198|H=50,1.485254181671233
ORD-00000206,CUST-09647,99.85,0,0.006970041452800074,-0.026553169509953123,HUMAN_REVIEW,OOD (Score: -0.027),50.0
ORD-00000207,CUST-08136,56.53,0,0.009098022219751494,-0.018150262994258037,HUMAN_REVIEW,OOD (Score: -0.018),50.0
