order_id,is_fraud,fraud_prob,ood_score,decision,reason
ORD-00000180,0,0.011755594519133397,0.08680948894715296,APPROVE,High Confidence Legitimate (1.18%)
ORD-00000181,0,0.011643682042779963,-0.0886845808590555,HUMAN_REVIEW,OOD (Score: -0.089)
ORD-00000182,0,0.011755594519133397,-0.027876567287674292,HUMAN_REVIEW,OOD (Score: -0.028)
ORD-00000183,0,0.011892925488925865,0.035010291753653944,APPROVE,High Confidence Legitimate (1.19%)
ORD-00000184,0,0.011643682042779963,0.000674493358088446,APPROVE,High Confidence Legitimate (1.16%)
ORD-00000185,0,0.011643682042779963,-0.08414698001130894,HUMAN_REVIEW,OOD (Score: -0.084)
ORD-00000186,0,0.011643682042779963,-0.053721323721055314,HUMAN_REVIEW,OOD (Score: -0.054)
ORD-00000187,0,0.011755594519133397,0.10498272186917273,APPROVE,High Confidence Legitimate (1.18%)
ORD-00000188,0,0.00747424895338416,-0.04078787589845223,HUMAN_REVIEW,OOD (Score: -0.041)
ORD-00000189,0,0.011643682042779963,0.020872157466200914,APPROVE,High Confidence Legitimate (1.16%)
ORD-00000190,0,0.011755594519133397,0.0006925002336335417,APPROVE,High Confidence Legitimate (1.18%)
ORD-00000191,0,0.011643682042779963,-0.024829416414533845,HUMAN_REVIEW,OOD (Score: -0.025)
ORD-00000192,0,0.3882036941610561,-0.08891700428830362,HUMAN_REVIEW,OOD (Score: -0.089)
ORD-00000193,0,0.012010879105203464,0.02855292820507116,APPROVE,High Confidence Legitimate (1.20%)
ORD-00000194,0,0.011643682042779963,-0.04376164919126957,HUMAN_REVIEW,OOD (Score: -0.044)
ORD-00000195,1,0.006484962406015038,-0.0688340948572217,HUMAN_REVIEW,OOD (Score: -0.069)
ORD-00000196,0,0.011643682042779963,0.004651404411371185,APPROVE,High Confidence Legitimate (1.16%)
ORD-00000197,0,0.012122791581556895,0.004255394049562544,APPROVE,High Confidence Legitimate (1.21%)
ORD-00000198,0,0.010766307971764274,-0.1167754305435662,HUMAN_REVIEW,OOD (Score: -0.117)
ORD-00000199,0,0.0800888841328822,-0.08080650972674752,HUMAN_REVIEW,OOD (Score: -0.081)
ORD-00000200,0,0.011643682042779963,0.08586338222927559,APPROVE,High Confidence Legitimate (1.16%)
ORD-00000201,0,0.011643682042779963,0.04750077791904267,APPROVE,High Confidence Legitimate (1.16%)
ORD-00000202,0,0.0077901174955737965,-0.08883120080358609,HUMAN_REVIEW,OOD (Score: -0.089)
ORD-00000203,0,0.011755594519133397,0.01512967953081057,APPROVE,High Confidence Legitimate (1.18%)
ORD-00000204,0,0.011755594519133397,-0.02027228286174787,HUMAN_REVIEW,OOD (Score: -0.020)
ORD-00000205,0,0.010766307971764274,0.05641479824613238,APPROVE,High Confidence Legitimate (1.08%)
ORD-00000206,0,0.011643682042779963,-0.09724186240022281,HUMAN_REVIEW,OOD (Score: -0.097)
ORD-00000207,0,0.011643682042779963,-0.04259615437056019,HUMAN_REVIEW,OOD (Score: -0.043)
ORD-00000208,0,0.011755594519133397,0.001206014542624978,APPROVE,High Confidence Legitimate (1.18%)
ORD-00000209,0,0.011755594519133397,0.005444937937415184,APPROVE,High Confidence Legitimate (1.18%)
ORD-00000210,0,0.011755594519133397,-0.007804918070100864,HUMAN_REVIEW,OOD (Score: -0.008)
ORD-00000211,0,0.012122791581556895,0.06318908824075253,APPROVE,High Confidence Legitimate (1.21%)
ORD-00000212,0,0.03953614924160554,0.009433795175420645,APPROVE,High Confidence Legitimate (3.95%)
ORD-00000213,0,0.011755594519133397,-0.0228731107877731,HUMAN_REVIEW,OOD (Score: -0.023)
ORD-00000214,0,0.011755594519133397,-0.003159272412993963,HUMAN_REVIEW,OOD (Score: -0.003)
ORD-00000215,0,0.011755594519133397,-0.01791777372033798,HUMAN_REVIEW,OOD (Score: -0.018)
ORD-00000216,0,0.006484962406015038,-0.008846942289856052,HUMAN_REVIEW,OOD (Score: -0.009)
ORD-00000217,0,0.008134910112955402,-0.09186753780536183,HUMAN_REVIEW,OOD (Score: -0.092)
ORD-00000218,0,0.011755594519133397,-0.011995129737435328,HUMAN_REVIEW,OOD (Score: -0.012)
ORD-00000219,0,0.011643682042779963,0.003389545916603731,APPROVE,High Confidence Legitimate (1.16%)
ORD-00000220,0,0.011643682042779963,0.0036330098618744255,APPROVE,High Confidence Legitimate (1.16%)
ORD-00000221,0,0.010766307971764274,-0.10187728881978642,HUMAN_REVIEW,OOD (Score: -0.102)
ORD-00000222,0,0.012122791581556895,0.02260164158835609,APPROVE,High Confidence Legitimate (1.21%)
ORD-00000223,0,0.011755594519133397,0.041501447144184855,APPROVE,High Confidence Legitimate (1.18%)
ORD-00000224,0,0.012122791581556895,0.10983072913872899,APPROVE,High Confidence Legitimate (1.21%)
ORD-00000225,0,0.012122791581556895,0.0544316511859359,APPROVE,High Confidence Legitimate (1.21%)
ORD-00000226,0,0.011643682042779963,-0.07119921289724862,HUMAN_REVIEW,OOD (Score: -0.071)
ORD-00000227,0,0.011643682042779963,-0.028568270066705814,HUMAN_REVIEW,OOD (Score: -0.029)
ORD-00000228,0,0.012122791581556895,0.05911776495580606,APPROVE,High Confidence Legitimate (1.21%)
ORD-00000229,0,0.012122791581556895,0.06634910319496701,APPROVE,High Confidence Legitimate (1.21%)
ORD-00000230,0,0.010766307971764274,-0.11966514892867075,HUMAN_REVIEW,OOD (Score: -0.120)
ORD-00000231,0,0.012122791581556895,0.06433134085486297,APPROVE,High Confidence Legitimate (1.21%)
ORD-00000232,0,0.011643682042779963,-0.013216204468820547,HUMAN_REVIEW,OOD (Score: -0.013)
ORD-00000233,0,0.010766307971764274,-0.0328655646265843,HUMAN_REVIEW,OOD (Score: -0.033)
ORD-00000234,0,0.012122791581556895,0.08272912783423497,APPROVE,High Confidence Legitimate (1.21%)
ORD-00000235,0,0.00747424895338416,-0.02223569817246107,HUMAN_REVIEW,OOD (Score: -0.022)
ORD-00000236,0,0.011755594519133397,0.005762348349076241,APPROVE,High Confidence Legitimate (1.18%)
ORD-00000237,0,0.012122791581556895,0.06905548794335475,APPROVE,High Confidence Legitimate (1.21%)
ORD-00000238,0,0.011755594519133397,0.0817042861600259,APPROVE,High Confidence Legitimate (1.18%)
ORD-00000239,0,0.011643682042779963,-0.05876435679592662,HUMAN_REVIEW,OOD (Score: -0.059)
ORD-00000240,0,0.011643682042779963,0.04344842985797981,APPROVE,High Confidence Legitimate (1.16%)
ORD-00000241,0,0.011755594519133397,0.02739092420375483,APPROVE,High Confidence Legitimate (1.18%)
ORD-00000242,0,0.011643682042779963,-0.01830641222959195,HUMAN_REVIEW,OOD (Score: -0.018)
ORD-00000243,0,0.011755594519133397,0.057898333788242884,APPROVE,High Confidence Legitimate (1.18%)
ORD-00000244,0,0.011755594519133397,0.013741636313453931,APPROVE,High Confidence Legitimate (1.18%)
ORD-00000245,0,0.011755594519133397,0.009151542482187469,APPROVE,High Confidence Legitimate (1.18%)
ORD-00000246,0,0.011755594519133397,-0.04938918256363134,HUMAN_REVIEW,OOD (Score: -0.049)
ORD-00000247,0,0.012010879105203464,-0.00932013903544493,HUMAN_REVIEW,OOD (Score: -0.009)
ORD-00000248,0,0.0072575360419397114,-0.09930274098888592,HUMAN_REVIEW,OOD (Score: -0.099)
ORD-00000249,0,0.011755594519133397,0.10195009276193018,APPROVE,High Confidence Legitimate (1.18%)
ORD-00000250,0,0.011643682042779963,-0.11866738060614179,HUMAN_REVIEW,OOD (Score: -0.119)
ORD-00000251,0,0.012536281696558835,0.10405578670358828,APPROVE,High Confidence Legitimate (1.25%)
ORD-00000252,0,0.011643682042779963,-0.015049278328344351,HUMAN_REVIEW,OOD (Score: -0.015)
ORD-00000253,0,0.012169084634135333,-0.035923696984833,HUMAN_REVIEW,OOD (Score: -0.036)
ORD-00000254,0,0.012122791581556895,0.04767256143964249,APPROVE,High Confidence Legitimate (1.21%)
ORD-00000255,0,0.011755594519133397,0.03623624024758815,APPROVE,High Confidence Legitimate (1.18%)
ORD-00000256,0,0.011755594519133397,-0.002016757149765902,HUMAN_REVIEW,OOD (Score: -0.002)
ORD-00000257,0,0.011643682042779963,-0.030861263115275706,HUMAN_REVIEW,OOD (Score: -0.031)
ORD-00000258,0,0.03994963935660748,0.10524862914041894,APPROVE,High Confidence Legitimate (3.99%)
ORD-00000259,0,0.012122791581556895,0.0845944405697181,APPROVE,High Confidence Legitimate (1.21%)
ORD-00000260,0,0.011755594519133397,-0.01976017442555389,HUMAN_REVIEW,OOD (Score: -0.020)
ORD-00000261,0,0.011755594519133397,-0.0049508092538196324,HUMAN_REVIEW,OOD (Score: -0.005)
ORD-00000262,0,0.011755594519133397,0.08327004093572354,APPROVE,High Confidence Legitimate (1.18%)
ORD-00000263,0,0.011643682042779963,0.00871121537271824,APPROVE,High Confidence Legitimate (1.16%)
ORD-00000264,0,0.04031683641903098,0.08172276264016215,APPROVE,High Confidence Legitimate (4.03%)
ORD-00000265,0,0.011755594519133397,-0.03167626529234002,HUMAN_REVIEW,OOD (Score: -0.032)
