order_id,customer_id,order_value,product_category,return_ratio,returns_velocity_30d,days_since_purchase,payment_method,is_fraud
ORD-00000060,CUST-01711,77.19949999999999,Clothing,0.367,0,4,Credit Card,0
ORD-00000061,CUST-02764,128.3055,Home & Garden,0.177,0,11,Credit Card,0
ORD-00000062,CUST-07329,66.6655,Clothing,0.121,0,2,Credit Card,0
ORD-00000063,CUST-02349,64.15849999999999,Clothing,0.181,0,2,Debit Card,0
ORD-00000064,CUST-05622,346.54099999999994,Home & Garden,0.325,0,1,Debit Card,0
ORD-00000065,CUST-05258,250.792,Home & Garden,0.057,0,7,PayPal,0
ORD-00000066,CUST-09969,8.7745,Clothing,0.156,0,9,PayPal,0
ORD-00000067,CUST-08955,185.10399999999998,Toys,0.275,5,1,Credit Card,1
ORD-00000068,CUST-07089,62.8015,Clothing,0.091,0,4,PayPal,0
ORD-00000069,CUST-08807,223.5255,Electronics,0.239,0,7,Credit Card,0
ORD-00000070,CUST-08441,14.6165,Beauty,0.49,0,17,PayPal,0
ORD-00000071,CUST-05166,74.28999999999999,Electronics,0.095,1,2,Debit Card,0
ORD-00000072,CUST-04582,99.0265,Electronics,0.084,2,9,Debit Card,0
ORD-00000073,CUST-00354,61.2375,Electronics,0.053,0,3,PayPal,0
ORD-00000074,CUST-04615,280.2895,Clothing,0.175,0,6,Credit Card,0
ORD-00000075,CUST-02203,38.95049999999999,Electronics,0.111,0,8,Credit Card,0
ORD-00000076,CUST-00583,305.07199999999995,Clothing,0.083,0,1,PayPal,0
ORD-00000077,CUST-05163,232.1505,Home & Garden,0.076,1,2,Credit Card,0
ORD-00000078,CUST-08125,46.50599999999999,Clothing,0.026,0,9,Debit Card,0
ORD-00000079,CUST-05813,103.3505,Clothing,0.225,1,2,PayPal,0
ORD-00000080,CUST-06192,240.07399999999998,Home & Garden,0.273,1,12,Debit Card,0
ORD-00000081,CUST-03401,104.2705,Clothing,0.095,3,9,Credit Card,0
ORD-00000082,CUST-01714,188.738,Clothing,0.034,0,14,Credit Card,1
ORD-00000083,CUST-02056,79.31549999999999,Electronics,0.026,1,9,Credit Card,1
ORD-00000084,CUST-04408,124.2115,Electronics,0.285,0,9,Credit Card,0
ORD-00000085,CUST-00645,112.4125,Electronics,0.134,2,13,Credit Card,0
ORD-00000086,CUST-09862,24.483499999999996,Toys,0.114,1,4,Debit Card,0
ORD-00000087,CUST-07710,95.8065,Clothing,0.138,1,16,Credit Card,0
ORD-00000088,CUST-08046,115.8625,Home & Garden,0.129,0,31,Credit Card,0
ORD-00000089,CUST-05339,209.92099999999996,Home & Garden,0.062,0,10,Debit Card,0
ORD-00000090,CUST-02665,81.67299999999999,Electronics,0.212,0,2,Credit Card,0
ORD-00000091,CUST-09701,55.407,Electronics,0.249,0,4,Debit Card,0
ORD-00000092,CUST-02551,189.819,Beauty,0.114,0,4,Credit Card,0
ORD-00000093,CUST-02580,117.024,Clothing,0.032,0,6,Credit Card,0
ORD-00000094,CUST-00721,68.05699999999999,Clothing,0.124,0,9,Debit Card,0
ORD-00000095,CUST-07476,359.881,Clothing,0.147,1,1,PayPal,0
ORD-00000096,CUST-07612,113.42449999999998,Clothing,0.121,0,2,Debit Card,0
ORD-00000097,CUST-03758,76.9005,Clothing,0.212,0,8,Credit Card,1
ORD-00000098,CUST-08216,63.364999999999995,Electronics,0.151,0,3,Credit Card,0
ORD-00000099,CUST-07864,88.67649999999999,Clothing,0.073,0,2,Credit Card,0
ORD-00000100,CUST-00547,45.7585,Home & Garden,0.059,0,9,PayPal,0
ORD-00000101,CUST-00264,109.41099999999999,Electronics,0.202,0,13,Credit Card,0
ORD-00000102,CUST-02629,57.54599999999999,Beauty,0.219,0,17,Debit Card,0
ORD-00000103,CUST-03460,90.4015,Clothing,0.244,2,16,PayPal,0
ORD-00000104,CUST-06564,120.5085,Clothing,0.034,1,9,Debit Card,0
ORD-00000105,CUST-05975,315.974,Home & Garden,0.073,0,21,Credit Card,0
ORD-00000106,CUST-00583,342.50449999999995,Clothing,0.335,0,18,Credit Card,0
ORD-00000107,CUST-00209,59.431999999999995,Beauty,0.36,0,2,Credit Card,0
ORD-00000108,CUST-07260,149.569,Clothing,0.341,0,2,Credit Card,0
ORD-00000109,CUST-03126,160.4595,Electronics,0.206,0,5,Credit Card,0
ORD-00000110,CUST-01516,124.56799999999998,Beauty,0.185,1,3,Debit Card,0
ORD-00000111,CUST-01059,121.66999999999999,Home & Garden,0.182,0,25,Debit Card,0
ORD-00000112,CUST-05216,546.6985,Clothing,0.367,1,10,Credit Card,0
ORD-00000113,CUST-03025,74.3475,Clothing,0.288,1,4,PayPal,0
ORD-00000114,CUST-05409,46.37949999999999,Clothing,0.16,0,2,Credit Card,0
ORD-00000115,CUST-01564,125.82149999999999,Home & Garden,0.079,3,11,Credit Card,0
ORD-00000116,CUST-07202,61.226,Toys,0.452,1,8,Credit Card,0
ORD-00000117,CUST-00424,68.172,Electronics,0.255,1,8,Credit Card,1
ORD-00000118,CUST-04555,214.291,Home & Garden,0.265,0,16,Debit Card,0
ORD-00000119,CUST-05793,139.564,Electronics,0.074,0,3,PayPal,0
ORD-00000120,CUST-05759,61.961999999999996,Clothing,0.585,0,2,Credit Card,0
ORD-00000121,CUST-06853,304.81899999999996,Home & Garden,0.128,0,15,Credit Card,0
ORD-00000122,CUST-02086,46.701499999999996,Clothing,0.326,1,1,Credit Card,0
ORD-00000123,CUST-04887,418.8875,Electronics,0.14,2,33,Debit Card,0
ORD-00000124,CUST-05950,159.666,Electronics,0.369,0,3,Gift Card,0
ORD-00000125,CUST-08372,80.75299999999999,Clothing,0.574,1,6,Credit Card,0
ORD-00000126,CUST-06497,160.07999999999998,Home & Garden,0.143,0,17,Credit Card,0
ORD-00000127,CUST-08256,39.732499999999995,Toys,0.121,0,4,PayPal,0
ORD-00000128,CUST-05733,175.053,Toys,0.247,0,3,Credit Card,0
ORD-00000129,CUST-08573,314.318,Clothing,0.163,0,1,Credit Card,0
ORD-00000130,CUST-03852,77.83200000000001,Electronics,0.158,0,17,Debit Card,0
ORD-00000131,CUST-04910,64.6875,Electronics,0.056,0,6,PayPal,0
ORD-00000132,CUST-00686,135.4585,Clothing,0.057,0,1,PayPal,0
ORD-00000133,CUST-03729,81.6155,Clothing,0.245,0,12,Debit Card,0
ORD-00000134,CUST-08439,74.382,Clothing,0.149,0,3,PayPal,0
ORD-00000135,CUST-05858,43.6885,Clothing,0.087,1,1,Credit Card,0
ORD-00000136,CUST-07579,112.5735,Beauty,0.077,0,4,Debit Card,0
ORD-00000137,CUST-05957,41.423,Electronics,0.201,1,11,Debit Card,0
ORD-00000138,CUST-07084,33.58,Home & Garden,0.016,0,12,Debit Card,0
ORD-00000139,CUST-00825,152.73149999999998,Clothing,0.174,0,5,Credit Card,0
ORD-00000140,CUST-07676,48.4495,Clothing,0.011,1,20,PayPal,0
ORD-00000141,CUST-05527,86.135,Clothing,0.281,0,43,PayPal,0
ORD-00000142,CUST-09153,173.2015,Clothing,0.137,1,1,Credit Card,0
ORD-00000143,CUST-08149,173.59249999999997,Beauty,0.168,1,1,Credit Card,0
ORD-00000144,CUST-01317,51.3705,Electronics,0.329,0,6,Credit Card,0
ORD-00000145,CUST-03457,50.507999999999996,Electronics,0.439,1,7,Debit Card,0
ORD-00000146,CUST-08601,351.34799999999996,Clothing,0.078,0,1,PayPal,0
ORD-00000147,CUST-00074,353.94699999999995,Clothing,0.102,0,4,Credit Card,0
ORD-00000148,CUST-00724,71.714,Electronics,0.157,1,9,Credit Card,0
ORD-00000149,CUST-00747,128.0065,Toys,0.623,0,4,Credit Card,0
ORD-00000150,CUST-00235,267.306,Electronics,0.147,2,4,Gift Card,0
ORD-00000151,CUST-02587,206.9885,Clothing,0.176,0,12,Credit Card,0
ORD-00000152,CUST-06436,48.047,Electronics,0.098,0,1,Debit Card,0
ORD-00000153,CUST-03468,51.312999999999995,Electronics,0.181,0,14,Credit Card,0
ORD-00000154,CUST-03337,55.3955,Clothing,0.173,1,1,Debit Card,0
ORD-00000155,CUST-00463,135.40099999999998,Toys,0.223,0,1,Credit Card,0
ORD-00000156,CUST-01383,116.035,Toys,0.235,0,4,Credit Card,0
ORD-00000157,CUST-09377,1286.7925,Clothing,0.387,2,1,Credit Card,0
ORD-00000158,CUST-01861,229.67799999999997,Clothing,0.143,1,2,Credit Card,0
ORD-00000159,CUST-08681,378.028,Beauty,0.017,0,3,Debit Card,0
ORD-00000160,CUST-00585,300.37999999999994,Clothing,0.296,1,3,Debit Card,0
ORD-00000161,CUST-07590,212.2325,Home & Garden,0.303,0,1,Credit Card,0
ORD-00000162,CUST-01902,67.091,Electronics,0.095,1,10,Debit Card,0
ORD-00000163,CUST-05465,274.99949999999995,Clothing,0.138,1,5,Credit Card,0
ORD-00000164,CUST-05620,228.65449999999998,Clothing,0.12,1,10,Credit Card,0
ORD-00000165,CUST-02670,38.111,Beauty,0.132,0,4,Credit Card,0
ORD-00000166,CUST-02001,15.915999999999999,Clothing,0.319,0,1,Credit Card,0
ORD-00000167,CUST-00180,129.9845,Clothing,0.227,0,18,Credit Card,0
ORD-00000168,CUST-09338,93.31099999999999,Clothing,0.152,0,2,PayPal,0
ORD-00000169,CUST-04071,397.03749999999997,Clothing,0.064,1,2,Credit Card,0
ORD-00000170,CUST-01329,19.020999999999997,Electronics,0.262,1,3,Credit Card,0
ORD-00000171,CUST-09495,62.57149999999999,Clothing,0.059,1,6,Debit Card,0
ORD-00000172,CUST-03792,55.5565,Clothing,0.334,0,3,Credit Card,0
ORD-00000173,CUST-02659,22.125999999999998,Electronics,0.127,1,8,Credit Card,0
ORD-00000174,CUST-05970,128.6735,Home & Garden,0.208,0,6,Credit Card,0
ORD-00000175,CUST-01267,49.864,Toys,0.236,0,8,Debit Card,0
ORD-00000176,CUST-09235,27.7955,Clothing,0.142,1,1,Credit Card,0
ORD-00000177,CUST-05088,195.385,Electronics,0.053,0,20,Gift Card,0
ORD-00000178,CUST-06862,291.98499999999996,Beauty,0.343,0,4,Debit Card,0
ORD-00000179,CUST-06606,57.362,Home & Garden,0.108,0,9,Credit Card,0
ORD-00000180,CUST-07769,27.899,Toys,0.201,0,1,Credit Card,0
ORD-00000181,CUST-03117,123.94699999999999,Clothing,0.223,1,13,Credit Card,0
ORD-00000182,CUST-04822,236.2215,Electronics,0.182,0,7,Credit Card,0
ORD-00000183,CUST-01483,119.10549999999998,Electronics,0.089,0,1,Credit Card,0
ORD-00000184,CUST-08101,21.4705,Clothing,0.1,3,1,Credit Card,0
ORD-00000185,CUST-07556,21.999499999999998,Home & Garden,0.073,0,3,Debit Card,0
ORD-00000186,CUST-09290,26.8525,Electronics,0.336,1,2,Credit Card,0
ORD-00000187,CUST-03894,77.05,Clothing,0.163,1,27,Gift Card,0
ORD-00000188,CUST-02308,52.370999999999995,Electronics,0.184,1,6,Credit Card,0
ORD-00000189,CUST-07575,134.274,Clothing,0.1,1,3,Credit Card,0
ORD-00000190,CUST-02974,158.99899999999997,Electronics,0.212,0,10,Credit Card,0
ORD-00000191,CUST-07670,69.72449999999999,Clothing,0.213,0,6,Debit Card,0
ORD-00000192,CUST-05935,59.132999999999996,Electronics,0.126,0,4,Debit Card,0
ORD-00000193,CUST-09126,156.423,Home & Garden,0.014,1,1,Credit Card,0
ORD-00000194,CUST-06348,79.833,Clothing,0.206,0,1,Credit Card,0
ORD-00000195,CUST-09158,24.034999999999997,Clothing,0.08,1,1,PayPal,0
ORD-00000196,CUST-06482,139.4375,Clothing,0.282,1,3,Credit Card,0
ORD-00000197,CUST-00993,21.447499999999998,Clothing,0.122,0,20,Credit Card,0
ORD-00000198,CUST-03854,102.189,Electronics,0.354,0,3,Credit Card,0
ORD-00000199,CUST-07821,65.1475,Clothing,0.267,0,1,Gift Card,1
ORD-00000200,CUST-06324,144.43999999999997,Clothing,0.097,0,10,Credit Card,0
ORD-00000201,CUST-01557,94.024,Clothing,0.17,1,12,Credit Card,0
ORD-00000202,CUST-05226,122.71649999999998,Electronics,0.228,0,3,Credit Card,0
ORD-00000203,CUST-04340,49.587999999999994,Beauty,0.188,1,10,Credit Card,0
ORD-00000204,CUST-09745,200.67499999999998,Electronics,0.151,0,1,Credit Card,0
ORD-00000205,CUST-08541,77.94699999999999,Clothing,0.147,0,8,Credit Card,0
ORD-00000206,CUST-01206,116.50649999999999,Home & Garden,0.134,1,8,Credit Card,0
ORD-00000207,CUST-00815,204.96449999999996,Electronics,0.127,2,7,Credit Card,0
ORD-00000208,CUST-03583,79.672,Clothing,0.275,0,2,Credit Card,0
ORD-00000209,CUST-08614,133.64149999999998,Home & Garden,0.036,0,6,Credit Card,0
ORD-00000210,CUST-01701,145.958,Clothing,0.174,0,3,Debit Card,0
ORD-00000211,CUST-00695,183.65499999999997,Clothing,0.132,0,4,Gift Card,0
ORD-00000212,CUST-02213,275.4135,Home & Garden,0.23,0,15,Credit Card,0
ORD-00000213,CUST-03677,72.27749999999999,Electronics,0.101,0,2,Debit Card,0
ORD-00000214,CUST-03264,61.214499999999994,Electronics,0.192,0,2,Debit Card,0
ORD-00000215,CUST-05829,126.4195,Clothing,0.101,0,5,Debit Card,0
ORD-00000216,CUST-00932,245.12249999999997,Clothing,0.06,1,2,Credit Card,0
ORD-00000217,CUST-02288,115.59799999999998,Electronics,0.08,0,7,Credit Card,0
ORD-00000218,CUST-08591,47.69049999999999,Clothing,0.085,1,5,Credit Card,0
ORD-00000219,CUST-03042,56.32699999999999,Electronics,0.095,0,11,Credit Card,0
ORD-00000220,CUST-06933,20.7345,Beauty,0.217,0,13,Debit Card,0
ORD-00000221,CUST-08042,188.738,Clothing,0.146,0,6,Debit Card,0
ORD-00000222,CUST-05706,43.125,Clothing,0.118,0,4,Credit Card,0
ORD-00000223,CUST-02539,265.765,Electronics,0.131,1,7,Credit Card,0
ORD-00000224,CUST-06904,34.902499999999996,Home & Garden,0.24,1,6,Credit Card,0
ORD-00000225,CUST-05478,199.01899999999998,Beauty,0.269,1,4,Debit Card,0
ORD-00000226,CUST-04579,24.127,Home & Garden,0.245,1,4,Credit Card,0
ORD-00000227,CUST-06325,79.097,Beauty,0.135,0,14,Gift Card,0
ORD-00000228,CUST-07432,443.14099999999996,Clothing,0.153,1,8,Credit Card,0
ORD-00000229,CUST-05783,40.962999999999994,Clothing,0.04,0,8,Credit Card,0
ORD-00000230,CUST-04677,46.5635,Home & Garden,0.069,0,9,Debit Card,0
ORD-00000231,CUST-03192,192.832,Electronics,0.169,0,37,Credit Card,0
ORD-00000232,CUST-01566,81.51199999999999,Electronics,0.105,0,6,Debit Card,0
ORD-00000233,CUST-05061,177.054,Clothing,0.044,0,7,Gift Card,0
ORD-00000234,CUST-04587,264.83349999999996,Clothing,0.042,0,5,Credit Card,0
ORD-00000235,CUST-05464,117.57599999999998,Clothing,0.35,3,3,Credit Card,0
ORD-00000236,CUST-03229,114.57449999999999,Clothing,0.31,1,9,Credit Card,0
ORD-00000237,CUST-01185,47.9205,Clothing,0.343,1,9,Debit Card,0
ORD-00000238,CUST-04563,100.01549999999999,Clothing,0.058,2,7,Credit Card,0
ORD-00000239,CUST-06697,90.18299999999999,Clothing,0.195,0,1,Credit Card,0
ORD-00000240,CUST-09649,99.69349999999999,Clothing,0.177,0,1,Credit Card,0
ORD-00000241,CUST-01237,65.481,Home & Garden,0.09,0,12,Debit Card,0
ORD-00000242,CUST-05290,175.2025,Home & Garden,0.059,0,1,Credit Card,1
ORD-00000243,CUST-00601,139.31099999999998,Home & Garden,0.064,2,4,Credit Card,0
ORD-00000244,CUST-00740,277.18449999999996,Electronics,0.054,0,2,Credit Card,0
ORD-00000245,CUST-02901,213.1295,Electronics,0.086,2,12,Credit Card,0
ORD-00000246,CUST-09680,58.82249999999999,Clothing,0.308,0,2,Credit Card,0
ORD-00000247,CUST-00723,47.9205,Clothing,0.14,0,4,Debit Card,0
ORD-00000248,CUST-07935,160.28699999999998,Clothing,0.125,2,19,Gift Card,0
ORD-00000249,CUST-02538,158.92999999999998,Clothing,0.109,0,21,Debit Card,0
ORD-00000250,CUST-08746,276.60949999999997,Electronics,0.234,0,6,Credit Card,0
ORD-00000251,CUST-01260,67.4935,Clothing,0.046,0,9,Credit Card,0
ORD-00000252,CUST-09500,36.512499999999996,Clothing,0.381,0,1,Debit Card,0
ORD-00000253,CUST-00093,33.258,Home & Garden,0.389,2,2,Credit Card,0
ORD-00000254,CUST-05337,70.6675,Electronics,0.406,0,2,PayPal,0
ORD-00000255,CUST-05091,288.098,Electronics,0.076,2,13,Credit Card,0
ORD-00000256,CUST-04077,66.63099999999999,Electronics,0.116,0,12,Gift Card,0
ORD-00000257,CUST-01653,617.4925,Clothing,0.141,2,4,PayPal,0
ORD-00000258,CUST-09519,24.2305,Electronics,0.369,2,6,PayPal,0
ORD-00000259,CUST-02138,339.388,Electronics,0.08,0,4,Credit Card,0
ORD-00000260,CUST-08546,198.69699999999997,Clothing,0.307,1,6,Credit Card,0
ORD-00000261,CUST-02168,239.10799999999998,Home & Garden,0.097,0,1,Credit Card,0
ORD-00000262,CUST-09175,151.61599999999999,Electronics,0.524,0,6,Credit Card,0
ORD-00000263,CUST-05377,176.5825,Clothing,0.082,1,6,Debit Card,0
ORD-00000264,CUST-05973,41.928999999999995,Clothing,0.441,0,4,Credit Card,0
ORD-00000265,CUST-04136,107.67449999999998,Clothing,0.424,0,12,Credit Card,0
ORD-00000266,CUST-00830,38.421499999999995,Beauty,0.094,1,7,PayPal,0
ORD-00000267,CUST-08781,101.06199999999998,Clothing,0.263,0,5,PayPal,0
ORD-00000268,CUST-05974,168.429,Clothing,0.277,0,4,Debit Card,0
ORD-00000269,CUST-02912,77.26849999999999,Clothing,0.384,1,3,Debit Card,0
ORD-00000270,CUST-07293,116.33399999999999,Clothing,0.276,1,12,Debit Card,0
ORD-00000271,CUST-01136,106.23699999999998,Electronics,0.263,0,7,Credit Card,0
ORD-00000272,CUST-09449,97.14049999999999,Home & Garden,0.109,2,2,Credit Card,0
ORD-00000273,CUST-09484,169.79749999999999,Home & Garden,0.135,1,2,Credit Card,0
ORD-00000274,CUST-08881,145.6705,Clothing,0.196,1,7,Credit Card,0
ORD-00000275,CUST-01721,116.71349999999998,Clothing,0.113,0,1,Credit Card,0
ORD-00000276,CUST-01768,171.66049999999998,Clothing,0.183,1,8,Credit Card,0
ORD-00000277,CUST-03512,260.5555,Clothing,0.017,0,59,Debit Card,0
ORD-00000278,CUST-03958,240.25799999999995,Toys,0.17,0,35,Credit Card,0
ORD-00000279,CUST-05661,648.439,Electronics,0.265,1,22,Credit Card,0
ORD-00000280,CUST-09928,145.87749999999997,Home & Garden,0.172,0,2,Debit Card,0
ORD-00000281,CUST-08536,30.877499999999998,Electronics,0.113,0,4,Credit Card,0
ORD-00000282,CUST-06799,90.65449999999998,Clothing,0.286,0,8,Credit Card,0
ORD-00000283,CUST-03726,177.3875,Clothing,0.022,1,8,Debit Card,0
ORD-00000284,CUST-00875,76.038,Clothing,0.034,0,3,Credit Card,0
ORD-00000285,CUST-03074,124.01599999999999,Clothing,0.325,1,1,Credit Card,0
ORD-00000286,CUST-08928,100.41799999999998,Home & Garden,0.435,1,3,Debit Card,0
ORD-00000287,CUST-09696,219.46599999999998,Clothing,0.055,0,10,Credit Card,0
ORD-00000288,CUST-02384,202.96349999999998,Electronics,0.084,0,4,Gift Card,0
ORD-00000289,CUST-08958,104.788,Clothing,0.056,0,11,Credit Card,0
ORD-00000290,CUST-02424,211.99099999999999,Electronics,0.456,0,39,Credit Card,0
ORD-00000291,CUST-08789,92.85099999999998,Clothing,0.052,1,6,Credit Card,0
ORD-00000292,CUST-03907,40.951499999999996,Electronics,0.077,0,6,Credit Card,0
ORD-00000293,CUST-08434,224.34199999999998,Electronics,0.032,0,19,Debit Card,0
ORD-00000294,CUST-05809,109.66399999999999,Clothing,0.117,0,15,PayPal,0
ORD-00000295,CUST-00896,212.46249999999998,Clothing,0.168,1,1,Debit Card,0
ORD-00000296,CUST-05620,121.1985,Clothing,0.249,0,2,Credit Card,0
ORD-00000297,CUST-09418,110.883,Clothing,0.48,0,1,Credit Card,0
ORD-00000298,CUST-09275,156.101,Clothing,0.04,0,1,Credit Card,0
ORD-00000299,CUST-03500,40.181,Electronics,0.044,1,7,PayPal,0
ORD-00000300,CUST-03262,67.091,Electronics,0.12,0,1,Debit Card,0
ORD-00000301,CUST-08321,57.49999999999999,Beauty,0.464,0,6,Credit Card,0
ORD-00000302,CUST-03395,31.026999999999997,Clothing,0.21,1,10,Gift Card,0
ORD-00000303,CUST-03241,123.70549999999999,Clothing,0.094,1,5,Debit Card,0
ORD-00000304,CUST-05548,78.246,Home & Garden,0.159,1,13,Credit Card,0
ORD-00000305,CUST-09178,101.7865,Electronics,0.12,1,16,Credit Card,0
ORD-00000306,CUST-09798,275.53999999999996,Home & Garden,0.251,1,1,Debit Card,0
ORD-00000307,CUST-01354,179.85999999999999,Clothing,0.062,1,1,Credit Card,0
ORD-00000308,CUST-04727,120.00249999999998,Home & Garden,0.302,1,17,Gift Card,0
ORD-00000309,CUST-02187,63.709999999999994,Clothing,0.082,0,8,Credit Card,0
ORD-00000310,CUST-02553,109.75599999999999,Electronics,0.147,1,10,Credit Card,0
ORD-00000311,CUST-01504,260.0035,Home & Garden,0.1,2,6,Credit Card,0
ORD-00000312,CUST-04540,64.06649999999999,Clothing,0.129,0,5,Debit Card,0
ORD-00000313,CUST-09564,213.42849999999999,Clothing,0.23,0,4,Credit Card,0
ORD-00000314,CUST-06719,55.25749999999999,Electronics,0.024,0,14,Credit Card,0
ORD-00000315,CUST-05401,50.094,Clothing,0.345,0,11,PayPal,0
ORD-00000316,CUST-06520,417.67999999999995,Electronics,0.087,1,2,Debit Card,0
ORD-00000317,CUST-01584,58.19,Electronics,0.103,0,2,Debit Card,0
ORD-00000318,CUST-08653,82.524,Clothing,0.144,0,2,Credit Card,0
ORD-00000319,CUST-03245,78.45299999999999,Beauty,0.19,0,47,Credit Card,0
ORD-00000320,CUST-02153,100.03849999999998,Clothing,0.248,2,6,Gift Card,0
ORD-00000321,CUST-09611,45.9885,Clothing,0.179,0,5,Credit Card,0
ORD-00000322,CUST-05303,71.19649999999999,Electronics,0.368,0,12,Credit Card,0
ORD-00000323,CUST-09370,417.89849999999996,Clothing,0.079,0,4,Credit Card,0
ORD-00000324,CUST-06536,147.384,Beauty,0.193,0,5,Credit Card,0
ORD-00000325,CUST-01668,368.93149999999997,Clothing,0.118,1,5,Credit Card,0
ORD-00000326,CUST-06815,150.6385,Clothing,0.078,1,7,PayPal,0
ORD-00000327,CUST-06583,22.355999999999998,Home & Garden,0.196,0,1,Credit Card,0
