order_id,customer_id,order_value,product_category,return_ratio,returns_velocity_30d,days_since_purchase,payment_method,is_fraud
ORD-00000033,CUST-09439,75.37,Electronics,0.157,0,3,PayPal,0
ORD-00000034,CUST-00042,52.4,Beauty,0.167,1,10,Credit Card,0
ORD-00000035,CUST-00371,420.06,Beauty,0.106,0,3,PayPal,0
ORD-00000036,CUST-04716,160.41,Clothing,0.032,2,5,Credit Card,0
ORD-00000037,CUST-08632,57.16,Electronics,0.413,0,6,Debit Card,0
ORD-00000038,CUST-02594,44.74,Home & Garden,0.069,0,9,PayPal,0
ORD-00000039,CUST-06545,52.31,Clothing,0.175,2,11,Credit Card,0
ORD-00000040,CUST-05870,180.81,Clothing,0.073,0,2,Debit Card,0
ORD-00000041,CUST-06369,140.28,Beauty,0.308,1,10,Credit Card,0
ORD-00000042,CUST-09619,54.86,Clothing,0.025,1,17,Credit Card,0
ORD-00000043,CUST-09748,62.67,Toys,0.432,0,28,PayPal,0
ORD-00000044,CUST-06428,14.33,Clothing,0.037,1,1,Credit Card,0
ORD-00000045,CUST-05147,220.59,Beauty,0.264,0,9,PayPal,0
ORD-00000046,CUST-05320,69.29,Clothing,0.263,1,2,Credit Card,0
ORD-00000047,CUST-00681,147.3,Clothing,0.15,0,9,Gift Card,0
ORD-00000048,CUST-05234,27.61,Electronics,0.167,0,1,Credit Card,0
ORD-00000049,CUST-03937,122.99,Clothing,0.231,1,2,Debit Card,0
ORD-00000050,CUST-01568,282.46,Electronics,0.165,0,2,Debit Card,0
ORD-00000051,CUST-07013,87.47,Electronics,0.049,0,4,Credit Card,0
ORD-00000052,CUST-09226,154.08,Electronics,0.104,0,9,PayPal,0
ORD-00000053,CUST-02956,479.75,Beauty,0.145,0,12,Credit Card,0
ORD-00000054,CUST-07722,61.01,Clothing,0.046,0,1,Debit Card,0
ORD-00000055,CUST-01200,136.95,Electronics,0.163,0,15,Credit Card,0
ORD-00000056,CUST-08133,28.37,Home & Garden,0.204,0,5,PayPal,0
ORD-00000057,CUST-00450,157.09,Electronics,0.284,0,12,Credit Card,0
ORD-00000058,CUST-03256,261.05,Clothing,0.111,1,9,PayPal,0
ORD-00000059,CUST-02756,150.46,Clothing,0.131,1,3,PayPal,0
ORD-00000060,CUST-03309,60.16,Clothing,0.274,0,2,Credit Card,0
ORD-00000061,CUST-05765,242.96,Home & Garden,0.111,0,20,PayPal,0
ORD-00000062,CUST-08492,255.98,Electronics,0.082,0,4,Credit Card,0
ORD-00000063,CUST-06039,161.95,Electronics,0.055,0,8,Credit Card,0
ORD-00000064,CUST-02477,52.16,Clothing,0.052,0,6,Credit Card,0
ORD-00000065,CUST-06981,60.66,Clothing,0.268,0,18,Credit Card,0
ORD-00000066,CUST-03692,104.66,Electronics,0.133,0,3,Credit Card,0
ORD-00000067,CUST-09722,361.46,Electronics,0.163,0,3,PayPal,0
ORD-00000068,CUST-06277,85.84,Clothing,0.128,0,22,Credit Card,0
ORD-00000069,CUST-01286,100.5,Clothing,0.087,0,9,Credit Card,0
ORD-00000070,CUST-09643,42.49,Clothing,0.081,0,11,PayPal,0
ORD-00000071,CUST-07238,75.13,Electronics,0.111,0,16,Credit Card,0
ORD-00000072,CUST-01891,45.4,Clothing,0.075,1,8,PayPal,0
ORD-00000073,CUST-05479,179.14,Beauty,0.022,1,3,Credit Card,0
ORD-00000074,CUST-01366,85.05,Home & Garden,0.065,0,6,PayPal,0
ORD-00000075,CUST-05406,133.23,Clothing,0.215,0,17,PayPal,0
ORD-00000076,CUST-00476,82.99,Electronics,0.038,1,3,PayPal,0
ORD-00000077,CUST-01852,59.51,Clothing,0.033,0,3,Credit Card,0
ORD-00000078,CUST-05101,4.5,Electronics,0.122,1,2,PayPal,0
ORD-00000079,CUST-06571,174.3,Clothing,0.508,0,17,PayPal,0
ORD-00000080,CUST-00447,82.35,Home & Garden,0.158,0,13,Debit Card,0
ORD-00000081,CUST-01923,107.4,Electronics,0.186,0,1,Credit Card,0
ORD-00000082,CUST-05826,388.93,Electronics,0.107,0,3,Credit Card,0
ORD-00000083,CUST-02421,66.76,Electronics,0.169,1,3,Credit Card,0
ORD-00000084,CUST-09103,238.47,Clothing,0.108,0,18,PayPal,0
ORD-00000085,CUST-00320,33.46,Clothing,0.039,0,1,PayPal,0
ORD-00000086,CUST-02220,327.64,Clothing,0.079,0,4,Gift Card,0
ORD-00000087,CUST-00140,89.74,Clothing,0.112,0,5,Credit Card,0
ORD-00000088,CUST-06528,149.45,Clothing,0.151,0,4,Debit Card,0
ORD-00000089,CUST-06357,108.86,Clothing,0.124,0,9,Gift Card,0
ORD-00000090,CUST-03532,99.64,Electronics,0.189,1,7,Credit Card,0
ORD-00000091,CUST-08748,159.4,Electronics,0.116,1,7,Credit Card,0
ORD-00000092,CUST-01322,50.82,Electronics,0.193,1,12,Credit Card,0
ORD-00000093,CUST-09345,66.8,Clothing,0.145,0,6,PayPal,0
ORD-00000094,CUST-06443,270.4,Beauty,0.257,0,6,PayPal,0
ORD-00000095,CUST-05452,40.51,Electronics,0.178,0,7,PayPal,0
ORD-00000096,CUST-06000,72.04,Beauty,0.409,0,54,Debit Card,0
ORD-00000097,CUST-03016,85.89,Clothing,0.163,0,17,Debit Card,0
ORD-00000098,CUST-07993,25.85,Clothing,0.392,0,2,Credit Card,0
ORD-00000099,CUST-02630,354.06,Home & Garden,0.152,0,3,PayPal,0
ORD-00000100,CUST-05855,48.07,Home & Garden,0.159,0,1,Credit Card,0
ORD-00000101,CUST-02756,33.51,Electronics,0.16,0,2,PayPal,0
ORD-00000102,CUST-01950,50.92,Electronics,0.147,0,10,Credit Card,0
ORD-00000103,CUST-08732,77.85,Home & Garden,0.138,1,8,Credit Card,0
ORD-00000104,CUST-03102,199.31,Electronics,0.22,0,6,PayPal,0
ORD-00000105,CUST-05943,68.26,Beauty,0.313,0,9,PayPal,0
ORD-00000106,CUST-06845,123.53,Clothing,0.271,0,1,PayPal,0
ORD-00000107,CUST-05905,156.3,Clothing,0.07,0,9,Credit Card,0
ORD-00000108,CUST-06745,117.23,Electronics,0.266,0,1,Credit Card,0
ORD-00000109,CUST-04962,60.5,Electronics,0.349,1,7,PayPal,0
ORD-00000110,CUST-08031,310.94,Electronics,0.038,0,9,Debit Card,0
ORD-00000111,CUST-05682,61.56,Beauty,0.344,0,9,PayPal,0
ORD-00000112,CUST-08641,122.75,Clothing,0.102,0,7,PayPal,0
ORD-00000113,CUST-05720,78.39,Clothing,0.036,1,12,Credit Card,0
ORD-00000114,CUST-01460,37.83,Electronics,0.147,1,2,PayPal,0
ORD-00000115,CUST-00889,56.76,Electronics,0.043,0,18,PayPal,0
ORD-00000116,CUST-05387,149.54,Electronics,0.095,0,13,PayPal,0
ORD-00000117,CUST-05622,642.39,Electronics,0.094,0,2,Debit Card,0
ORD-00000118,CUST-05118,115.42,Beauty,0.043,1,11,Debit Card,0
ORD-00000119,CUST-09334,121.24,Clothing,0.16,1,6,Credit Card,0
ORD-00000120,CUST-08402,38.25,Home & Garden,0.152,0,1,Credit Card,0
ORD-00000121,CUST-04959,618.55,Electronics,0.188,0,11,PayPal,0
ORD-00000122,CUST-05091,57.76,Electronics,0.396,1,12,Credit Card,0
ORD-00000123,CUST-04272,204.73,Clothing,0.087,1,24,PayPal,0
ORD-00000124,CUST-02449,53.46,Clothing,0.151,1,6,Credit Card,0
ORD-00000125,CUST-01213,89.96,Electronics,0.111,1,7,Debit Card,0
ORD-00000126,CUST-07805,55.77,Clothing,0.124,1,1,Debit Card,0
ORD-00000127,CUST-07809,45.6,Electronics,0.047,0,4,Debit Card,0
ORD-00000128,CUST-02141,176.26,Beauty,0.188,0,10,PayPal,0
ORD-00000129,CUST-04147,254.74,Beauty,0.121,1,5,PayPal,0
ORD-00000130,CUST-00132,21.26,Electronics,0.171,0,1,PayPal,0
ORD-00000131,CUST-00552,244.9,Clothing,0.233,2,8,Credit Card,0
ORD-00000132,CUST-06028,371.03,Home & Garden,0.168,0,7,PayPal,0
ORD-00000133,CUST-03250,22.56,Clothing,0.164,2,1,Credit Card,0
ORD-00000134,CUST-06577,16.13,Clothing,0.236,0,14,Credit Card,0
ORD-00000135,CUST-07332,104.47,Beauty,0.131,1,1,PayPal,0
ORD-00000136,CUST-00057,44.86,Clothing,0.143,0,35,Credit Card,0
ORD-00000137,CUST-01729,208.36,Home & Garden,0.071,0,1,Credit Card,0
ORD-00000138,CUST-08551,150.36,Clothing,0.27,1,6,Credit Card,0
ORD-00000139,CUST-08058,184.18,Clothing,0.165,0,4,Debit Card,0
ORD-00000140,CUST-03900,114.49,Clothing,0.124,1,3,Credit Card,0
ORD-00000141,CUST-01869,74.38,Beauty,0.157,1,7,Credit Card,0
ORD-00000142,CUST-07822,87.47,Electronics,0.353,0,3,Credit Card,0
ORD-00000143,CUST-04554,41.16,Home & Garden,0.221,2,5,Credit Card,0
ORD-00000144,CUST-08349,236.07,Clothing,0.209,0,10,PayPal,0
ORD-00000145,CUST-01890,141.61,Electronics,0.449,0,1,PayPal,0
ORD-00000146,CUST-07326,108.47,Electronics,0.135,0,22,Credit Card,0
ORD-00000147,CUST-04548,55.03,Electronics,0.133,2,14,PayPal,0
ORD-00000148,CUST-07910,155.11,Clothing,0.218,0,8,PayPal,0
ORD-00000149,CUST-05377,136.48,Home & Garden,0.295,1,13,PayPal,0
ORD-00000150,CUST-06084,112.84,Clothing,0.055,2,5,PayPal,0
ORD-00000151,CUST-00050,45.74,Electronics,0.25,1,3,PayPal,0
ORD-00000152,CUST-08976,200.23,Clothing,0.314,0,8,Credit Card,0
ORD-00000153,CUST-04569,49.06,Electronics,0.543,1,28,Credit Card,0
ORD-00000154,CUST-02430,96.33,Clothing,0.028,0,8,Debit Card,0
ORD-00000155,CUST-00383,28.56,Home & Garden,0.193,0,4,Gift Card,0
ORD-00000156,CUST-02778,243.28,Beauty,0.269,0,13,PayPal,0
ORD-00000157,CUST-07140,146.61,Clothing,0.115,0,1,Credit Card,0
ORD-00000158,CUST-02819,21.12,Beauty,0.418,0,1,PayPal,0
ORD-00000159,CUST-08032,27.92,Clothing,0.088,0,2,Debit Card,0
ORD-00000160,CUST-02701,73.19,Clothing,0.214,0,10,Credit Card,0
ORD-00000161,CUST-01561,121.0,Beauty,0.061,0,22,PayPal,0
ORD-00000162,CUST-04891,35.42,Electronics,0.084,1,1,Debit Card,0
ORD-00000163,CUST-07738,87.72,Clothing,0.32,1,18,PayPal,0
ORD-00000164,CUST-02031,154.32,Electronics,0.066,0,16,PayPal,0
ORD-00000165,CUST-09120,269.2,Clothing,0.022,0,7,Credit Card,0
ORD-00000166,CUST-02944,197.12,Electronics,0.143,0,5,Debit Card,0
ORD-00000167,CUST-07079,65.69,Electronics,0.188,1,2,Credit Card,0
ORD-00000168,CUST-00121,66.6,Clothing,0.133,0,2,PayPal,0
ORD-00000169,CUST-02766,32.5,Clothing,0.089,0,27,PayPal,0
ORD-00000170,CUST-09682,138.28,Clothing,0.186,0,2,Credit Card,0
ORD-00000171,CUST-08275,63.01,Electronics,0.1,0,5,Credit Card,0
ORD-00000172,CUST-03532,65.93,Electronics,0.086,0,5,Credit Card,0
ORD-00000173,CUST-08444,231.22,Clothing,0.138,1,2,PayPal,0
ORD-00000174,CUST-02152,112.32,Clothing,0.018,1,11,Credit Card,0
ORD-00000175,CUST-05081,58.17,Home & Garden,0.081,0,5,PayPal,0
ORD-00000176,CUST-08942,25.93,Clothing,0.413,0,5,PayPal,0
ORD-00000177,CUST-04771,106.71,Clothing,0.326,1,3,Gift Card,0
ORD-00000178,CUST-06872,30.86,Clothing,0.097,0,16,Credit Card,0
ORD-00000179,CUST-02872,33.52,Clothing,0.136,0,1,PayPal,0
ORD-00000180,CUST-04494,85.75,Clothing,0.098,0,21,PayPal,0
ORD-00000181,CUST-08259,133.52,Electronics,0.172,0,6,PayPal,0
ORD-00000182,CUST-02003,74.41,Clothing,0.127,1,6,PayPal,0
ORD-00000183,CUST-02078,103.37,Electronics,0.216,0,4,PayPal,0
ORD-00000184,CUST-05989,267.28,Electronics,0.101,1,4,Credit Card,0
ORD-00000185,CUST-00270,82.33,Beauty,0.145,0,1,Credit Card,0
ORD-00000186,CUST-09245,83.9,Clothing,0.122,0,2,Debit Card,0
ORD-00000187,CUST-05184,120.44,Clothing,0.252,0,3,PayPal,0
ORD-00000188,CUST-00300,359.57,Clothing,0.176,0,11,Credit Card,0
ORD-00000189,CUST-06704,231.86,Clothing,0.15,0,5,Debit Card,0
ORD-00000190,CUST-07552,167.2,Electronics,0.168,0,1,Credit Card,0
ORD-00000191,CUST-00176,34.97,Clothing,0.226,1,16,Credit Card,0
ORD-00000192,CUST-04816,200.56,Electronics,0.126,0,2,PayPal,0
ORD-00000193,CUST-09833,78.35,Clothing,0.155,1,3,PayPal,0
ORD-00000194,CUST-05554,143.9,Clothing,0.117,0,38,Debit Card,0
ORD-00000195,CUST-06630,339.0,Beauty,0.195,0,5,Debit Card,0
ORD-00000196,CUST-05436,110.01,Electronics,0.251,1,5,PayPal,0
ORD-00000197,CUST-05636,72.32,Toys,0.274,1,19,Credit Card,0
ORD-00000198,CUST-06783,79.9,Beauty,0.179,0,1,PayPal,0
ORD-00000199,CUST-00686,133.47,Clothing,0.419,3,1,PayPal,0
ORD-00000200,CUST-00323,39.21,Beauty,0.143,0,6,PayPal,0
ORD-00000201,CUST-01123,111.99,Home & Garden,0.084,1,3,Credit Card,0
ORD-00000202,CUST-06905,196.24,Clothing,0.212,1,3,Credit Card,0
ORD-00000203,CUST-02734,13.62,Beauty,0.121,0,11,Credit Card,0
ORD-00000204,CUST-06350,65.88,Electronics,0.132,0,1,PayPal,1
ORD-00000205,CUST-06116,123.04,Electronics,0.243,2,1,Credit Card,0
ORD-00000206,CUST-09647,99.85,Clothing,0.088,0,17,PayPal,0
ORD-00000207,CUST-08136,56.53,Electronics,0.066,0,3,PayPal,0
ORD-00000208,CUST-02664,80.08,Home & Garden,0.08,1,15,Credit Card,0
ORD-00000209,CUST-02864,120.86,Clothing,0.18,1,21,Credit Card,0
ORD-00000210,CUST-04810,63.58,Beauty,0.194,0,2,Credit Card,0
ORD-00000211,CUST-09535,174.47,Clothing,0.16,0,1,Credit Card,0
ORD-00000212,CUST-04773,134.73,Home & Garden,0.192,0,10,PayPal,0
ORD-00000213,CUST-07161,283.83,Electronics,0.062,0,19,PayPal,1
ORD-00000214,CUST-07392,77.59,Clothing,0.145,0,11,PayPal,0
ORD-00000215,CUST-00432,106.1,Clothing,0.401,1,5,Credit Card,0
ORD-00000216,CUST-00450,184.4,Electronics,0.057,0,1,Credit Card,0
ORD-00000217,CUST-00320,93.18,Electronics,0.362,0,2,Credit Card,0
ORD-00000218,CUST-05464,79.75,Toys,0.215,1,15,Debit Card,0
ORD-00000219,CUST-03792,165.87,Electronics,0.03,0,1,PayPal,0
ORD-00000220,CUST-01752,384.62,Clothing,0.2,0,1,PayPal,0
ORD-00000221,CUST-08181,238.87,Clothing,0.317,0,1,PayPal,1
ORD-00000222,CUST-07966,371.28,Toys,0.181,1,3,Gift Card,0
ORD-00000223,CUST-04486,154.95,Clothing,0.124,2,5,Debit Card,0
ORD-00000224,CUST-01616,91.59,Clothing,0.304,0,3,Credit Card,0
ORD-00000225,CUST-07573,68.55,Clothing,0.056,1,5,Debit Card,0
ORD-00000226,CUST-04523,339.27,Electronics,0.113,0,16,PayPal,0
ORD-00000227,CUST-05792,157.6,Beauty,0.18,0,4,Credit Card,0
ORD-00000228,CUST-07447,36.48,Home & Garden,0.175,1,3,Credit Card,0
ORD-00000229,CUST-06373,130.42,Beauty,0.177,2,7,Credit Card,0
ORD-00000230,CUST-03040,35.83,Toys,0.321,0,1,Credit Card,0
ORD-00000231,CUST-06910,20.55,Toys,0.357,1,4,PayPal,0
ORD-00000232,CUST-07145,233.76,Clothing,0.175,1,4,Gift Card,0
ORD-00000233,CUST-06484,243.99,Beauty,0.08,0,2,Credit Card,0
ORD-00000234,CUST-08311,166.81,Clothing,0.126,2,5,Credit Card,0
ORD-00000235,CUST-03181,296.26,Toys,0.336,0,1,PayPal,0
ORD-00000236,CUST-09255,27.76,Clothing,0.079,1,6,PayPal,0
ORD-00000237,CUST-00456,54.02,Clothing,0.081,1,9,PayPal,0
ORD-00000238,CUST-02861,61.13,Home & Garden,0.256,1,40,Debit Card,0
ORD-00000239,CUST-00279,38.52,Electronics,0.189,0,2,PayPal,0
ORD-00000240,CUST-02680,273.31,Electronics,0.03,1,1,PayPal,0
ORD-00000241,CUST-05056,34.2,Clothing,0.1,2,15,PayPal,0
ORD-00000242,CUST-04444,48.88,Clothing,0.224,1,5,PayPal,0
ORD-00000243,CUST-03724,60.84,Clothing,0.062,2,3,Credit Card,0
ORD-00000244,CUST-07177,81.9,Home & Garden,0.116,0,18,Debit Card,0
ORD-00000245,CUST-02746,153.21,Clothing,0.379,0,2,PayPal,0
ORD-00000246,CUST-07393,273.14,Electronics,0.208,0,16,Credit Card,0
ORD-00000247,CUST-00303,112.32,Clothing,0.068,0,13,Credit Card,0
ORD-00000248,CUST-02636,265.84,Electronics,0.072,1,5,Gift Card,0
ORD-00000249,CUST-08492,275.77,Clothing,0.196,1,1,Debit Card,0
ORD-00000250,CUST-08821,90.63,Clothing,0.08,0,6,Credit Card,0
ORD-00000251,CUST-03122,31.48,Electronics,0.044,0,6,PayPal,0
ORD-00000252,CUST-07655,71.8,Toys,0.036,1,2,PayPal,0
ORD-00000253,CUST-06417,252.7,Beauty,0.132,0,3,Credit Card,0
ORD-00000254,CUST-00753,139.77,Beauty,0.225,0,2,PayPal,0
ORD-00000255,CUST-01263,81.64,Clothing,0.33,0,10,PayPal,0
ORD-00000256,CUST-06474,58.67,Clothing,0.117,0,21,PayPal,0
ORD-00000257,CUST-06798,79.91,Home & Garden,0.091,0,7,Debit Card,0
ORD-00000258,CUST-07418,184.82,Clothing,0.19,0,16,Credit Card,0
ORD-00000259,CUST-02996,96.88,Clothing,0.139,0,9,Credit Card,0
ORD-00000260,CUST-01487,43.06,Clothing,0.149,0,1,Credit Card,0
ORD-00000261,CUST-05982,120.76,Electronics,0.402,1,6,Debit Card,0
ORD-00000262,CUST-03672,79.94,Electronics,0.099,0,5,PayPal,0
ORD-00000263,CUST-03944,32.77,Beauty,0.298,0,3,Credit Card,0
ORD-00000264,CUST-02390,14.24,Clothing,0.2,0,2,PayPal,0
ORD-00000265,CUST-01323,5.85,Electronics,0.202,1,11,PayPal,0
ORD-00000266,CUST-00706,89.92,Clothing,0.043,0,19,Debit Card,0
ORD-00000267,CUST-02870,150.96,Electronics,0.083,0,17,PayPal,0
ORD-00000268,CUST-01385,188.38,Clothing,0.087,0,1,Credit Card,0
ORD-00000269,CUST-02662,128.57,Clothing,0.313,0,15,Debit Card,0
ORD-00000270,CUST-08497,138.86,Clothing,0.287,1,8,Credit Card,1
ORD-00000271,CUST-08938,189.41,Electronics,0.383,1,6,Credit Card,0
ORD-00000272,CUST-02508,83.3,Clothing,0.506,0,2,Credit Card,0
ORD-00000273,CUST-08210,109.04,Electronics,0.252,1,15,Credit Card,0
ORD-00000274,CUST-07737,68.84,Clothing,0.213,0,1,PayPal,0
ORD-00000275,CUST-04602,156.21,Toys,0.429,0,2,Credit Card,0
ORD-00000276,CUST-07031,33.73,Electronics,0.207,0,4,PayPal,0
ORD-00000277,CUST-07382,105.54,Clothing,0.138,0,1,Debit Card,0
ORD-00000278,CUST-08999,159.33,Clothing,0.037,0,15,PayPal,0
ORD-00000279,CUST-03239,269.62,Electronics,0.083,0,3,Debit Card,0
ORD-00000280,CUST-01084,80.72,Clothing,0.102,1,2,PayPal,0
ORD-00000281,CUST-00351,159.0,Home & Garden,0.169,1,1,Credit Card,0
ORD-00000282,CUST-01846,47.73,Clothing,0.144,0,7,Credit Card,0
ORD-00000283,CUST-03388,86.36,Clothing,0.328,1,2,Debit Card,0
ORD-00000284,CUST-09018,131.68,Electronics,0.1,1,4,Credit Card,0
ORD-00000285,CUST-00985,176.64,Toys,0.175,1,2,Credit Card,0
ORD-00000286,CUST-09544,65.67,Clothing,0.079,2,5,PayPal,0
ORD-00000287,CUST-05940,179.36,Clothing,0.078,2,9,Debit Card,0
ORD-00000288,CUST-02588,40.98,Clothing,0.229,1,11,Credit Card,0
ORD-00000289,CUST-03081,98.56,Clothing,0.098,0,7,Debit Card,0
ORD-00000290,CUST-07772,30.16,Beauty,0.39,1,5,PayPal,0
ORD-00000291,CUST-08304,54.23,Electronics,0.232,1,15,PayPal,0
ORD-00000292,CUST-05664,68.63,Electronics,0.433,1,5,Credit Card,0
ORD-00000293,CUST-08685,365.92,Toys,0.19,0,5,Gift Card,0
ORD-00000294,CUST-03758,331.46,Clothing,0.005,0,13,Gift Card,0
ORD-00000295,CUST-08383,41.78,Electronics,0.025,0,5,Debit Card,0
ORD-00000296,CUST-08874,47.15,Home & Garden,0.08,0,2,Debit Card,0
ORD-00000297,CUST-02588,43.54,Clothing,0.137,0,11,Credit Card,0
ORD-00000298,CUST-08656,82.66,Beauty,0.195,1,2,Debit Card,0
ORD-00000299,CUST-09411,48.21,Home & Garden,0.14,1,20,Credit Card,0
ORD-00000300,CUST-08545,22.81,Clothing,0.131,2,1,PayPal,0
ORD-00000301,CUST-05887,24.06,Home & Garden,0.184,0,1,Debit Card,0
ORD-00000302,CUST-02240,18.74,Electronics,0.228,2,6,Credit Card,0
ORD-00000303,CUST-08924,64.45,Toys,0.11,0,8,Credit Card,0
ORD-00000304,CUST-09453,89.16,Clothing,0.085,1,9,Credit Card,0
ORD-00000305,CUST-05078,89.75,Clothing,0.243,3,2,PayPal,0
ORD-00000306,CUST-09229,40.03,Electronics,0.224,1,3,Credit Card,0
ORD-00000307,CUST-09224,52.38,Clothing,0.22,1,3,PayPal,0
ORD-00000308,CUST-08315,229.38,Clothing,0.1,0,2,Credit Card,0
ORD-00000309,CUST-09840,263.24,Clothing,0.122,0,4,Credit Card,0
ORD-00000310,CUST-03716,349.56,Clothing,0.245,0,1,PayPal,0
ORD-00000311,CUST-06250,61.31,Electronics,0.112,2,4,Credit Card,0
ORD-00000312,CUST-05060,41.15,Electronics,0.016,0,3,Credit Card,0
ORD-00000313,CUST-05641,64.94,Clothing,0.293,1,6,Credit Card,0
ORD-00000314,CUST-07188,257.14,Home & Garden,0.159,0,2,PayPal,0
ORD-00000315,CUST-00510,102.41,Electronics,0.081,0,13,Credit Card,0
ORD-00000316,CUST-01931,24.12,Toys,0.173,1,10,Credit Card,0
ORD-00000317,CUST-04048,210.84,Electronics,0.095,1,1,Gift Card,0
ORD-00000318,CUST-06853,220.27,Clothing,0.111,1,1,Gift Card,1
ORD-00000319,CUST-04884,97.7,Clothing,0.027,0,2,Gift Card,0
ORD-00000320,CUST-05452,126.35,Clothing,0.159,1,10,Credit Card,0
ORD-00000321,CUST-09784,213.78,Clothing,0.091,1,11,PayPal,0
ORD-00000322,CUST-05568,59.49,Clothing,0.162,0,2,PayPal,0
ORD-00000323,CUST-06884,521.58,Clothing,0.234,0,6,PayPal,0
ORD-00000324,CUST-08783,188.61,Clothing,0.19,0,3,PayPal,0
ORD-00000325,CUST-09307,95.84,Clothing,0.086,0,19,Debit Card,0
ORD-00000326,CUST-02139,98.35,Clothing,0.171,0,8,PayPal,0
ORD-00000327,CUST-03353,63.64,Electronics,0.151,1,5,Gift Card,0
ORD-00000328,CUST-04426,90.51,Home & Garden,0.412,0,2,Debit Card,0
ORD-00000329,CUST-04963,219.28,Clothing,0.085,0,9,Credit Card,0
ORD-00000330,CUST-07460,176.33,Electronics,0.162,0,3,Credit Card,0
ORD-00000331,CUST-04027,49.45,Beauty,0.192,1,36,Debit Card,0
ORD-00000332,CUST-05035,186.26,Clothing,0.119,0,14,Debit Card,0
ORD-00000333,CUST-00221,177.09,Clothing,0.009,0,5,PayPal,0
ORD-00000334,CUST-00397,27.75,Home & Garden,0.294,2,12,Debit Card,0
ORD-00000335,CUST-06640,192.3,Clothing,0.121,1,5,PayPal,0
ORD-00000336,CUST-06798,160.64,Home & Garden,0.127,1,6,Credit Card,0
ORD-00000337,CUST-04343,283.78,Clothing,0.087,1,11,PayPal,0
ORD-00000338,CUST-04024,37.79,Clothing,0.216,1,16,Debit Card,0
ORD-00000339,CUST-06418,48.42,Electronics,0.043,0,1,Gift Card,1
ORD-00000340,CUST-03238,71.03,Electronics,0.353,1,4,Debit Card,0
ORD-00000341,CUST-08222,90.47,Home & Garden,0.071,1,14,PayPal,0
ORD-00000342,CUST-04579,6.45,Toys,0.219,0,3,PayPal,0
ORD-00000343,CUST-04875,167.87,Clothing,0.072,2,3,Credit Card,0
ORD-00000344,CUST-02657,32.87,Electronics,0.076,0,5,Debit Card,0
ORD-00000345,CUST-07775,48.01,Electronics,0.384,0,10,Credit Card,0
ORD-00000346,CUST-07417,50.69,Clothing,0.206,0,8,Credit Card,0
ORD-00000347,CUST-08460,41.22,Beauty,0.119,0,24,Credit Card,0
ORD-00000348,CUST-05432,145.46,Electronics,0.209,0,1,Credit Card,0
ORD-00000349,CUST-00595,14.04,Clothing,0.082,0,6,PayPal,0
